Deal Registration: Deal Registration Name,Deal Registration: Created Date,Opportunity Owner,Inside Sales Rep,Sales Territory,Account Name,Billing Country,Partner Account,Opportunity Type,Stage,Amount (converted),Close Date
DR-1411,2025-03-25,Tom Whitfield,Dan Eriksen,Nordics,Account 211 Holdings,Norway,Computacenter,Upsell,7 - Closed Won,"EUR 109,000.00",2025-08-07
DR-1861,2025-09-26,Lukas Brandt,Tobias Frank,DACH,Account 261 Ltd,Austria,Northbridge Data,Existing Business - Add-On,7 - Closed Won,220000,2026-04-10
DR-1172,2024-11-26,Niamh O'Connor,Priya Raman,UKI/Nordics,Account 372 SAS,Norway,Computacenter,New Business,Rejected - Duplicate,"EUR 52,000.00",2025-04-21
DR-1526,04/04/2025,Stefan Huber,Tobias Frank,EMEA - DACH - Enterprise,Account 326 SAS,Germany,Northbridge Data,Existing Business - Add-On,7 - Closed Won,"$182,000",2025-07-29
DR-1184,2024-11-24,Julien Marchand,Chiara Bruno,Southern Europe,Account 384 SAS,Italy,Arrow ECS,New Business,7 - Closed Won,13000,2025-05-14
DR-1099,2024-10-13,Aoife Brennan,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 299 Holdings,United Kingdom,Computacenter,Competitive Migration,Rejected - Duplicate,"EUR 168,000.00",2025-03-25
DR-1484,01/04/2025,Niamh O'Connor,Dan Eriksen,Nordics,Account 284 Ltd,Ireland,TD Synnex,Renewal,7 - Closed Won,"EUR 157,000.00",2025-07-16
DR-1417,2025-03-24,Tom Whitfield,,UKI & Nordics,Account 217 Ltd,Sweden,SHI EMEA,Existing Business - Add-On,7 - Closed Won,"EUR 98,000.00",2025-07-23
DR-1754,2025-08-23,Aoife Brennan,,Nordics,Account 154 SpA,United Kingdom,Bechtle AG,Migration,Rejected - Duplicate,"EUR 48,000.00",2025-12-01
DR-2128,2026-02-22,Sigrid Halvorsen,Priya Raman,UKI/Nordics,Account 128 SAS,Finland,Arrow ECS,New Logo,Expired,"EUR 31,000.00",2026-05-23
DR-2327,2026-04-14,Lukas Brandt,,dach pod,Account 327 GmbH,Austria,Northbridge Data,Existing Business - Add-On,4 - Technical Validation,"$63,000",2026-07-21
DR-1422,2025-03-14,Niamh O'Connor,Mollie Shaw,UKI/Nordics,Account 222 SAS,Finland,Softcat,Competitive Migration,Rejected - Duplicate,"$12,000",2025-08-21
DR-2132,2026-02-23,Callum Reid,,UKI & Nordics,Account 132 Holdings,Denmark,TD Synnex,Upsell,2 - Approved,40000,2026-07-29
DR-2647,2025-04-15,Channel Queue,,DACH,Queued Account 033,Germany,Computacenter,New Business,1 - Submitted,,
DR-1242,2024-12-25,Marco Ferrari,Chiara Bruno,EMEA - Southern Europe,Account 042 Group,Greece,Computacenter,Add-On,Rejected - Duplicate,"EUR 30,000.00",2025-07-07
DR-1893,2025-10-17,Erik Lindqvist,Mollie Shaw,UKI/Nordics,Account 293 Ltd,Denmark,TD Synnex,New Business,Rejected - Duplicate,"EUR 33,000.00",2026-01-11
DR-2418,04 May 2026,Lukas Brandt,,DACH,Account 018 SpA,Switzerland,Northbridge Data,New Logo,1 - Submitted,92000,2026-10-25
DR-1573,2025-05-10,Tom Whitfield,Mollie Shaw,UKI/Nordics,Account 373 Group,Sweden,Cancom,Upsell,0 - Closed Lost,14000,2025-06-14
DR-1886,2025-10-22,Sigrid Halvorsen,,,Account 286 SAS,Finland,Softcat,New Business,Rejected - Duplicate,"$45,000",2026-02-25
DR-1137,2024-10-25,Jonas Richter,Tobias Frank,DACH,Account 337 Holdings,Switzerland,Bechtle AG,Migration,7 - Closed Won,"$184,000",2025-03-29
DR-2470,01/06/2026,Callum Reid,Mollie Shaw,Nordics,Account 070 AB,Denmark,Arrow ECS,Existing Business - Renewal,0 - Closed Lost,233000,2026-07-20
DR-2319,2026-04-21,Marco Ferrari,,Iberia,Account 319 SpA,Italy,SHI EMEA,Upsell,5 - Proposal,,2026-08-27
DR-2077,2026-01-01,Sigrid Halvorsen,Priya Raman,Nordics,Account 077 Ltd,Norway,Ingram Micro,Renewal,1 - Submitted,126000,2026-02-03
DR-2589,2026-08-07,Julien Marchand,,SEMEA,Account 189 GmbH,Israel,Bechtle AG,New Logo,6 - Negotiation,"EUR 192,000.00",2026-10-05
DR-1030,10/09/2024,Julien Marchand,Paulo Neves,EMEA - Southern Europe,Account 230 SAS,Italy,Cancom,Renewal,0 - Closed Lost,160000,2024-10-12
DR-1091,2024-10-18,Tom Whitfield,,UKI/Nordics,Account 291 Holdings,United Kingdom,Computacenter,Add-On,Expired,"$91,000",2024-12-21
DR-2302,2026-04-15,Tom Whitfield,Dan Eriksen,UKI & Nordics,Account 302 GmbH,Norway,TD Synnex,New Logo,6 - Negotiation,"EUR 223,000.00",2026-06-27
DR-2232,2026-03-09,Sofia Almeida,Paulo Neves,Southern Europe,Account 232 Group,Spain,TD Synnex,Existing Business - Renewal,7 - Closed Won,"EUR 135,000.00",2026-07-18
DR-1635,2025-06-24,Tom Whitfield,Mollie Shaw,,Account 035 Group,Sweden,Computacenter,New Business,7 - Closed Won,204000,2025-11-04
DR-1192,2024-11-20,Katharina Vogel,Lena Wirth,dach pod,Account 392 SpA,Austria,Ingram Micro,New Business,7 - Closed Won,209000,2025-03-09
DR-1848,2025-09-20,Sofia Almeida,Chiara Bruno,Iberia,Account 248 Group,Spain,Computacenter,New Business,7 - Closed Won,45000,2025-11-10
DR-2287,2026-04-24,Erik Lindqvist,,EMEA - UKI & Nordics - Commercial,Account 287 Group,Finland,SHI EMEA,Migration,Rejected - Duplicate,123000,2026-10-07
DR-1874,2025-10-27,Tom Whitfield,,EMEA - UKI & Nordics - Commercial,Account 274 SAS,Denmark,Econocom,New Business,2 - Approved,51000,2026-02-16
DR-1404,2025-03-09,Aoife Brennan,,EMEA - UKI & Nordics - Commercial,Account 204 SpA,Norway,TD Synnex,Existing Business - Renewal,7 - Closed Won,"$152,000",2025-05-02
DR-1106,2024-10-02,Niamh O'Connor,Mollie Shaw,UKI/Nordics,Account 306 GmbH,Norway,Cancom,Competitive Migration,7 - Closed Won,"$105,000",2024-12-25
DR-1753,2025-08-24,Aoife Brennan,Priya Raman,UKI & Nordics,Account 153 SpA,Ireland,Computacenter,New Business,7 - Closed Won,"$127,000",2026-02-15
DR-1494,03/04/2025,Tom Whitfield,,UKI & Nordics,Account 294 GmbH,Ireland,Cancom,New Business,0 - Closed Lost,"$215,000",2025-09-25
DR-2547,2026-07-03,Sofia Almeida,Paulo Neves,,Account 147 SAS,Israel,Arrow ECS,Existing Business - Add-On,4 - Technical Validation,"EUR 149,000.00",2026-11-12
DR-1419,2025-03-03,Tom Whitfield,Priya Raman,UKI/Nordics,Account 219 AB,Denmark,SHI EMEA,New Business,7 - Closed Won,"EUR 203,000.00",2025-04-29
DR-1273,2025-01-06,Aoife Brennan,,UKI & Nordics,Account 073 AB,Finland,Northbridge Data,Renewal,5 - Proposal,"$47,000",2025-04-07
DR-1710,07 Jul 2025,Tom Whitfield,Mollie Shaw,UKI & Nordics,Account 110 Holdings,Denmark,Bechtle AG,New Business,,26000,2025-08-08
DR-2250,2026-03-22,Elena Castells,,EMEA - Southern Europe,Account 250 GmbH,Greece,Econocom,Existing Business - Renewal,5 - Proposal,"$152,000",2026-09-20
DR-2177,2026-02-03,Lukas Brandt,,dach pod,Account 177 SAS,Germany,Computacenter,New Logo,6 - Negotiation,102000,2026-05-15
DR-1323,2025-01-13,Lukas Brandt,Tobias Frank,dach pod,Account 123 GmbH,Austria,Northbridge Data,New Business,7 - Closed Won,"$188,000",2025-06-12
DR-1613,2025-05-10,Lukas Brandt,Lena Wirth,dach pod,Account 013 Group,Switzerland,Ingram Micro,Existing Business - Renewal,Expired,117000,2025-09-03
DR-1844,2025-09-06,Julien Marchand,,SEMEA,Account 244 Ltd,Greece,Ingram Micro,New Business,Rejected - Duplicate,89000,2025-10-24
DR-1735,02 Jul 2025,Elena Castells,Paulo Neves,SEMEA,Account 135 Holdings,Israel,Econocom,Upsell,7 - Closed Won,"EUR 73,000.00",2025-08-17
DR-2239,2026-03-04,Yannis Papadakis,Chiara Bruno,Iberia,Account 239 Ltd,Italy,Arrow ECS,New Logo,3 - Discovery,"EUR 85,000.00",2026-04-14
DR-2004,24/11/2025,Katharina Vogel,,DACH,Account 004 Group,Austria,Arrow ECS,Existing Business - Renewal,2 - Approved,113000,2026-03-03
DR-2674,2024-02-05,Lukas Brandt,Tobias Frank,DACH,Old Account 020,Germany,Computacenter,New Business,7 - Closed Won,120000,2024-09-30
DR-2649,2025-08-10,Integration User,,UKI & Nordics,Queued Account 035,Germany,Bechtle AG,New Business,1 - Submitted,,
DR-1537,15/04/2025,Stefan Huber,Lena Wirth,dach pod,Account 337 AB,Germany,Econocom,Upsell,7 - Closed Won,95000,2025-10-18
DR-2487,09/06/2026,Elena Castells,Paulo Neves,EMEA - Southern Europe,Account 087 Group,Israel,Bechtle AG,Existing Business - Add-On,1 - Submitted,"EUR 82,000.00",2026-10-07
DR-2178,2026-02-02,Lukas Brandt,Tobias Frank,DACH,Account 178 Group,Austria,Ingram Micro,Add-On,3 - Discovery,"EUR 150,000.00",2026-05-11
DR-2059,21 Dec 2025,Katharina Vogel,Lena Wirth,dach pod,Account 059 Holdings,Switzerland,Northbridge Data,Existing Business - Renewal,6 - Negotiation,"EUR 220,000.00",2026-01-26
DR-1463,2025-03-24,Katharina Vogel,Tobias Frank,dach pod,Account 263 Holdings,Germany,Northbridge Data,New Business,0 - Closed Lost,111000,2025-08-05
DR-1473,2025-03-07,Stefan Huber,,EMEA - DACH - Enterprise,Account 273 GmbH,Germany,Softcat,New Business,3 - Discovery,"$64,000",2025-06-03
DR-2288,2026-04-15,Tom Whitfield,,UKI/Nordics,Account 288 Holdings,Norway,Arrow ECS,Existing Business - Add-On,4 - Technical Validation,173000,2026-09-12
DR-2161,2026-02-09,Elena Castells,Chiara Bruno,Southern Europe,Account 161 Holdings,Italy,Bechtle AG,Existing Business - Renewal,5 - Proposal,70000,2026-06-03
DR-1412,2025-03-17,Niamh O'Connor,Priya Raman,UKI/Nordics,Account 212 Group,Norway,TD Synnex,Existing Business - Renewal,7 - Closed Won,"EUR 232,000.00",2025-05-24
DR-1672,2025-06-07,Marco Ferrari,Chiara Bruno,Southern Europe,Account 072 GmbH,Greece,Computacenter,Existing Business - Add-On,7 - Closed Won,"EUR 173,000.00",2025-07-10
DR-1455,2025-03-13,Lukas Brandt,Tobias Frank,DACH,Account 255 SAS,Germany,SHI EMEA,New Business,0 - Closed Lost,"$21,000",2025-05-08
DR-1391,25 Feb 2025,Lukas Brandt,Tobias Frank,DACH,Account 191 SAS,Germany,Econocom,Renewal,0 - Closed Lost,"EUR 198,000.00",2025-03-25
DR-1768,2025-08-21,Sigrid Halvorsen,Mollie Shaw,Nordics,Account 168 Group,Ireland,Softcat,New Business,7 - Closed Won,"EUR 177,000.00",2025-10-16
DR-2115,2026-01-06,Lukas Brandt,,EMEA - DACH - Enterprise,Account 115 SAS,Austria,Northbridge Data,New Logo,4 - Technical Validation,"$147,000",2026-03-23
DR-1380,09 Feb 2025,Katharina Vogel,,dach pod,Account 180 Group,Austria,TD Synnex,Existing Business - Renewal,Rejected - Duplicate,"$90,000",2025-04-10
DR-1279,2025-01-09,Aoife Brennan,Priya Raman,Nordics,Account 079 AB,Ireland,TD Synnex,New Business,7 - Closed Won,"EUR 120,000.00",2025-03-26
DR-2330,2026-04-08,Lukas Brandt,Tobias Frank,DACH,Account 330 SpA,Germany,Econocom,Add-On,0 - Closed Lost,"$224,000",2026-06-10
DR-2530,2026-07-12,Aoife Brennan,Priya Raman,Nordics,Account 130 SAS,Norway,Econocom,New Logo,4 - Technical Validation,115000,2026-09-09
DR-1351,01 Feb 2025,Aoife Brennan,Mollie Shaw,UKI/Nordics,Account 151 AB,Finland,Northbridge Data,Renewal,7 - Closed Won,"$164,000",2025-04-21
DR-2033,03 Dec 2025,Yannis Papadakis,Chiara Bruno,Iberia,Account 033 AB,Israel,Computacenter,New Logo,7 - Closed Won,"$21,000",2025-12-31
DR-1940,2025-10-02,Lukas Brandt,Tobias Frank,DACH,Account 340 AB,Austria,Ingram Micro,Existing Business - Renewal,6 - Negotiation,"$139,000",2026-04-13
DR-1967,10/11/2025,Sigrid Halvorsen,Dan Eriksen,UKI/Nordics,Account 367 AB,Finland,Bechtle AG,New Logo,Rejected - Duplicate,159000,2026-05-13
DR-2230,2026-03-15,Julien Marchand,Paulo Neves,EMEA - Southern Europe,Account 230 Ltd,France,Cancom,Existing Business - Renewal,7 - Closed Won,"EUR 70,000.00",2026-07-07
DR-1173,2024-11-10,Aoife Brennan,Priya Raman,UKI/Nordics,Account 373 Ltd,Sweden,Econocom,New Business,Expired,"$125,000",2025-04-12
DR-1520,26/04/2025,Sofia Almeida,,Southern Europe,Account 320 SpA,Spain,Bechtle AG,Existing Business - Renewal,0 - Closed Lost,"EUR 159,000.00",2025-07-19
DR-1215,2024-12-05,Aoife Brennan,Priya Raman,Nordics,Account 015 AB,United Kingdom,Ingram Micro,Existing Business - Add-On,Expired,"EUR 120,000.00",2025-05-15
DR-1690,2025-06-15,Nadia Keller,Lena Wirth,DACH,Account 090 SpA,Austria,Cancom,Existing Business - Add-On,3 - Discovery,"EUR 178,000.00",2025-11-24
DR-1745,20 Jul 2025,Katharina Vogel,Tobias Frank,dach pod,Account 145 SAS,Austria,TD Synnex,New Business,5 - Proposal,"$210,000",2026-01-08
DR-2607,2026-08-19,Katharina Vogel,Lena Wirth,,Account 207 Ltd,Germany,Computacenter,New Logo,2 - Approved,"EUR 107,000.00",2026-12-12
DR-1876,2025-10-28,Callum Reid,Priya Raman,Nordics,Account 276 GmbH,Denmark,Northbridge Data,Existing Business - Add-On,7 - Closed Won,"EUR 185,000.00",2026-01-31
DR-2422,27 May 2026,Lukas Brandt,Tobias Frank,DACH,Account 022 AB,Germany,SHI EMEA,New Logo,6 - Negotiation,,2026-09-19
DR-2324,2026-04-28,Elena Castells,Paulo Neves,SEMEA,Account 324 GmbH,Greece,SHI EMEA,Renewal,5 - Proposal,,2026-07-17
DR-1298,2025-01-08,Julien Marchand,,SEMEA,Account 098 Holdings,Israel,TD Synnex,New Business,2 - Approved,"EUR 179,000.00",2025-03-23
DR-1230,2024-12-11,Sofia Almeida,,Iberia,Account 030 Group,Portugal,Softcat,New Business,0 - Closed Lost,"EUR 43,000.00",2025-02-20
DR-2011,19 Dec 2025,Sigrid Halvorsen,Priya Raman,,Account 011 Group,Denmark,SHI EMEA,Renewal,7 - Closed Won,"EUR 33,000.00",2026-04-01
DR-2597,2026-08-02,Katharina Vogel,Lena Wirth,DACH,Account 197 GmbH,Switzerland,Cancom,New Logo,Rejected - Duplicate,"EUR 91,000.00",2026-12-09
DR-1674,2025-06-18,Marco Ferrari,Chiara Bruno,Iberia,Account 074 AB,France,Computacenter,New Business,0 - Closed Lost,"EUR 27,000.00",2025-10-09
DR-1333,25 Feb 2025,Niamh O'Connor,,Nordics,Account 133 SAS,United Kingdom,Northbridge Data,Upsell,0 - Closed Lost,"EUR 117,000.00",2025-05-30
DR-1803,2025-09-22,Aoife Brennan,,UKI & Nordics,Account 203 AB,Norway,Arrow ECS,New Business,7 - Closed Won,173000,2026-03-24
DR-1165,2024-11-10,Sigrid Halvorsen,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 365 SpA,Denmark,TD Synnex,Existing Business - Renewal,Expired,62000,2025-05-24
DR-2356,2026-04-27,Katharina Vogel,Lena Wirth,DACH,Account 356 Holdings,Austria,Softcat,New Logo,7 - Closed Won,14000,2026-08-16
DR-1575,2025-05-04,Callum Reid,Dan Eriksen,UKI & Nordics,Account 375 AB,Denmark,Softcat,New Business,7 - Closed Won,"$109,000",2025-08-17
DR-2278,2026-03-15,Lukas Brandt,,dach pod,Account 278 Ltd,Switzerland,Arrow ECS,New Logo,3 - Discovery,"EUR 233,000.00",2026-08-06
DR-2338,2026-04-04,Katharina Vogel,,DACH,Account 338 AB,Austria,Computacenter,Competitive Migration,4 - Technical Validation,"EUR 240,000.00",2026-08-08
DR-1946,2025-10-17,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 346 GmbH,Germany,Econocom,New Business,Rejected - Duplicate,"$107,000",2026-02-10
DR-2403,13 May 2026,Elena Castells,Chiara Bruno,EMEA - Southern Europe,Account 003 Group,Portugal,SHI EMEA,Existing Business - Renewal,5 - Proposal,"$54,000",2026-11-04
DR-2254,2026-03-06,Marco Ferrari,Paulo Neves,SEMEA,Account 254 Ltd,Portugal,Computacenter,New Logo,7 - Closed Won,"EUR 121,000.00",2026-08-04
DR-1243,2024-12-26,Julien Marchand,Chiara Bruno,Iberia,Account 043 SpA,Spain,Ingram Micro,New Business,Rejected - Duplicate,"EUR 98,000.00",2025-04-03
DR-2496,18/06/2026,Elena Castells,Paulo Neves,Southern Europe,Account 096 SAS,Greece,Softcat,Existing Business - Add-On,7 - Closed Won,,2026-10-08
DR-1795,2025-08-16,Katharina Vogel,Tobias Frank,DACH,Account 195 SpA,Austria,Cancom,New Business,7 - Closed Won,"$65,000",2025-11-23
DR-2592,2026-08-08,Sofia Almeida,Chiara Bruno,EMEA - Southern Europe,Account 192 SpA,France,Northbridge Data,New Logo,3 - Discovery,34000,2026-12-04
DR-2267,2026-03-08,Lukas Brandt,Tobias Frank,DACH,Account 267 GmbH,Switzerland,Econocom,New Logo,Rejected - Duplicate,"$82,000",2026-05-15
DR-1155,2024-11-07,Aoife Brennan,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 355 Ltd,Norway,Computacenter,New Business,Rejected - Duplicate,46000,2025-01-06
DR-2056,02 Dec 2025,Lukas Brandt,Tobias Frank,dach pod,Account 056 Ltd,Austria,Softcat,New Logo,7 - Closed Won,"EUR 230,000.00",2026-05-15
DR-1825,2025-09-09,Aoife Brennan,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 225 Holdings,Finland,Softcat,New Business,7 - Closed Won,"$223,000",2025-12-03
DR-1368,28 Feb 2025,Sofia Almeida,Chiara Bruno,SEMEA,Account 168 Ltd,France,TD Synnex,Upsell,0 - Closed Lost,"EUR 164,000.00",2025-09-03
DR-2427,17 May 2026,Lukas Brandt,,dach pod,Account 027 Ltd,Switzerland,Softcat,New Logo,4 - Technical Validation,235000,2026-11-10
DR-1542,14/04/2025,Nadia Keller,Tobias Frank,DACH,Account 342 Ltd,Germany,SHI EMEA,New Business,7 - Closed Won,"$99,000",2025-05-14
DR-1648,2025-06-23,Sigrid Halvorsen,Priya Raman,,Account 048 SAS,Ireland,Econocom,New Business,Expired,"EUR 59,000.00",2025-08-02
DR-1678,2025-06-26,Katharina Vogel,Lena Wirth,EMEA - DACH - Enterprise,Account 078 Ltd,Austria,Arrow ECS,New Business,7 - Closed Won,10000,2025-09-17
DR-1092,2024-10-25,Sigrid Halvorsen,Priya Raman,UKI/Nordics,Account 292 AB,Denmark,SHI EMEA,New Business,4 - Technical Validation,"EUR 165,000.00",2024-11-28
DR-2441,04/06/2026,Callum Reid,Priya Raman,Nordics,Account 041 Ltd,Denmark,Arrow ECS,Existing Business - Renewal,4 - Technical Validation,"EUR 137,000.00",2026-12-12
DR-1349,20 Feb 2025,Tom Whitfield,Dan Eriksen,,Account 149 GmbH,Finland,Econocom,New Business,7 - Closed Won,"$170,000",2025-07-09
DR-2053,10 Dec 2025,Nadia Keller,Lena Wirth,EMEA - DACH - Enterprise,Account 053 SpA,Switzerland,Northbridge Data,Existing Business - Add-On,7 - Closed Won,"$149,000",2026-02-28
DR-1879,2025-10-20,Tom Whitfield,Priya Raman,,Account 279 SpA,Ireland,Ingram Micro,New Business,7 - Closed Won,"$133,000",2026-01-28
DR-1961,19/11/2025,Erik Lindqvist,,UKI/Nordics,Account 361 Group,Norway,Ingram Micro,Add-On,6 - Negotiation,"EUR 24,000.00",2026-01-05
DR-1232,2024-12-08,Marco Ferrari,Paulo Neves,Iberia,Account 032 AB,France,Cancom,New Business,7 - Closed Won,"$173,000",2025-02-23
DR-1788,2025-08-01,Katharina Vogel,Tobias Frank,dach pod,Account 188 Holdings,Germany,Ingram Micro,Add-On,0 - Closed Lost,28000,2026-01-27
DR-1274,2025-01-16,Aoife Brennan,Mollie Shaw,UKI & Nordics,Account 074 Group,Denmark,SHI EMEA,New Business,0 - Closed Lost,,2025-05-16
DR-2560,2026-07-13,Stefan Huber,Tobias Frank,dach pod,Account 160 AB,Switzerland,Northbridge Data,Renewal,1 - Submitted,"EUR 217,000.00",2026-10-30
DR-1614,2025-05-12,Lukas Brandt,,dach pod,Account 014 Holdings,Austria,Arrow ECS,New Business,0 - Closed Lost,"EUR 31,000.00",2025-06-08
DR-2464,26/06/2026,Aoife Brennan,Dan Eriksen,UKI & Nordics,Account 064 Holdings,Sweden,Econocom,New Logo,3 - Discovery,"$214,000",2026-09-13
DR-1209,2024-11-12,Stefan Huber,,EMEA - Other,Account 009 AB,Austria,Bechtle AG,New Business,Expired,"$203,000",2024-12-26
DR-1498,13/04/2025,Aoife Brennan,,UKI & Nordics,Account 298 Group,United Kingdom,Bechtle AG,Migration,1 - Submitted,"$208,000",2025-09-21
DR-1612,2025-05-16,Nadia Keller,Tobias Frank,dach pod,Account 012 SpA,Switzerland,Bechtle AG,New Business,0 - Closed Lost,,2025-11-21
DR-1246,2024-12-06,Julien Marchand,Chiara Bruno,Iberia,Account 046 SpA,Italy,Ingram Micro,New Business,7 - Closed Won,47000,2025-05-28
DR-1236,2024-12-14,Yannis Papadakis,,Southern Europe,Account 036 Ltd,Greece,Softcat,Upsell,0 - Closed Lost,88000,2025-04-25
DR-2408,28 May 2026,Lukas Brandt,Tobias Frank,dach pod,Account 008 SpA,Germany,Cancom,Renewal,Rejected - Duplicate,"$229,000",2026-07-18
DR-1905,2025-10-03,Sofia Almeida,,Iberia,Account 305 AB,France,SHI EMEA,New Business,5 - Proposal,,2025-11-06
DR-2508,23/06/2026,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 108 Ltd,Germany,Softcat,Existing Business - Add-On,3 - Discovery,"EUR 30,000.00",2026-11-10
DR-1628,2025-06-25,Callum Reid,Mollie Shaw,UKI/Nordics,Account 028 SAS,Ireland,Econocom,Renewal,7 - Closed Won,"EUR 237,000.00",2025-11-25
DR-1655,2025-06-03,Aoife Brennan,Dan Eriksen,Nordics,Account 055 SAS,Norway,TD Synnex,Migration,,"EUR 220,000.00",2025-09-03
DR-1915,2025-10-15,Elena Castells,Paulo Neves,EMEA - Southern Europe,Account 315 SAS,France,Arrow ECS,Existing Business - Renewal,6 - Negotiation,"$129,000",2026-01-08
DR-1583,2025-05-16,Yannis Papadakis,Paulo Neves,Iberia,Account 383 Group,Greece,Softcat,New Business,Rejected - Duplicate,165000,2025-10-10
DR-1271,2025-01-14,Niamh O'Connor,Priya Raman,UKI & Nordics,Account 071 SAS,Sweden,Northbridge Data,Existing Business - Add-On,0 - Closed Lost,"EUR 88,000.00",2025-03-14
DR-1044,19/09/2024,Elena Castells,Chiara Bruno,Southern Europe,Account 244 Group,France,Cancom,Existing Business - Add-On,7 - Closed Won,"EUR 188,000.00",2024-12-05
DR-2243,2026-03-05,Sofia Almeida,Paulo Neves,Southern Europe,Account 243 SpA,Portugal,Computacenter,New Logo,7 - Closed Won,"EUR 92,000.00",2026-08-29
DR-1943,2025-10-20,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 343 Holdings,Austria,TD Synnex,New Business,0 - Closed Lost,"EUR 205,000.00",2025-11-26
DR-2421,19 May 2026,Stefan Huber,,dach pod,Account 021 AB,Germany,SHI EMEA,Competitive Migration,,"EUR 169,000.00",2026-07-25
DR-2491,22/06/2026,Sofia Almeida,Paulo Neves,Iberia,Account 091 Holdings,Italy,Computacenter,Renewal,2 - Approved,,2026-11-26
DR-2201,2026-03-12,Aoife Brennan,Dan Eriksen,Nordics,Account 201 GmbH,United Kingdom,SHI EMEA,Upsell,4 - Technical Validation,"$47,000",2026-07-16
DR-2398,23 May 2026,Elena Castells,,SEMEA,Account 398 GmbH,Spain,Arrow ECS,Existing Business - Renewal,4 - Technical Validation,"$93,000",2026-08-11
DR-2192,2026-02-28,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 192 Ltd,Austria,Arrow ECS,Renewal,6 - Negotiation,199000,2026-06-23
DR-1418,2025-03-27,Aoife Brennan,Priya Raman,UKI & Nordics,Account 218 SpA,Sweden,SHI EMEA,New Business,0 - Closed Lost,38000,2025-08-05
DR-2103,2026-01-20,Lukas Brandt,Tobias Frank,DACH,Account 103 Holdings,Switzerland,Cancom,New Logo,7 - Closed Won,"EUR 195,000.00",2026-05-20
DR-1067,09/09/2024,Katharina Vogel,Tobias Frank,dach pod,Account 267 SpA,Switzerland,Cancom,Add-On,0 - Closed Lost,"$100,000",2024-11-27
DR-2078,2026-01-04,Aoife Brennan,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 078 Group,Sweden,Computacenter,New Logo,6 - Negotiation,,2026-06-05
DR-1727,05 Jul 2025,Yannis Papadakis,Chiara Bruno,Southern Europe,Account 127 Group,Portugal,Econocom,Existing Business - Renewal,7 - Closed Won,"EUR 140,000.00",2025-12-15
